sta_code,sku_code,长(CM),宽(CM),高(CM),qty
BSIN2309035086,DQ0297-001,26.2,23.8,13.5,1
BSIN2309059837,DO7393-010,40,31,1,1
BSIN2309059837,DV7186-700,31.3,21.6,12,1
BSIN2309062815,DM6420-010,35,26,2.2,1
BSIN2309062815,FJ7725-010,38.5,30,1.4,1
BSIN2309062815,FV1129-100,38.5,29.5,1.3,1
BSIN2309062815,FV1129-010,38.5,29.5,1.3,1
BSIN2309062815,FB2269-104,30.1,22.2,12,1
ODO1693865662454426,BV2649-063,41,32,4,1
ODO1693865662454426,CJ9179-200,34.4,23.6,12.4,1
ODO1693865662454426,CJ9179-200,34.4,23.6,12.4,1
ODO1694063042970465,FB1764-712,54,41,4,1
ODO1694063042970465,SX7678-010,28,24,5,1
ODO1694063042970465,FV2902-010,34.6,22.4,7.1,1
ODO1694063042970465,FD6720-200,35.2,24.6,12.6,1
ODO1694124137738222,FJ7227-010,39,30,0.7,1
ODO1694124137738222,921826-101,34.4,23.6,12.4,1
ODO1694164682055227,DX2043-113,33,30,3,1
ODO1694164682055227,FB7179-001,31.8,23,12,1
ODO1694164682055227,DM3494-200,33.6,21.4,11.6,1
ODO1694311200298669,BV2667-063,39.6,29.2,2.2,1
ODO1694311200298669,FQ1154-100,36.2,25.6,12.8,1
ODO1694311200298669,DX3705-001,33.2,21.2,11,1
BSIN2309045382,DO7393-100,40,31,1,1
BSIN2309045382,DJ5635-600,30.2,18.8,10.4,1
BSIN2309045382,FJ7681-276,36.5,29.6,2,1
BSIN2309136635,DV5028-104,37,28,2.6,1
BSIN2309136635,CW5191-200,39,29,1.3,1
BSIN2309136635,FJ7735-031,34.6,22.9,11.6,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693865403102363,DV5456-600,30.8,21,12,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693865403102363,HA5507-100,37.8,13.2,4.4,1
ODO1693920244528466,SX7556-100,18.5,17.6,10.5,1
ODO1693920244528466,DV4024-002,29.8,18.8,10.4,1
ODO1694224204469154,FN6838-012,34.4,23.2,12.2,1
ODO1694224204469154,DX0625-077,40,31,2.8,1
ODO1694224204469154,FN7285-247,41.2,31.2,1.35,1
ODO1694224204469154,FQ0357-100,32.2,31.3,4,1
ODO1694224204469154,DZ7534-003,34.8,23.8,12.6,1
ODO1694224204469154,BQ3729-637,40,30,0.8,1
ODO1694224204469154,BQ3729-100,40,30,0.8,1
ODO1694224204469154,FJ2402-100,37,28,1.05,1
ODO1694224204469154,DV9814-100,11.4,7.2,3.9,1
ODO1694224204469154,FN7296-010,26,21,1.8,1
BSIN2309058739,DH6622-100,50,45,8,1
BSIN2309058739,DO9347-400,34.3,23.9,12,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693865314449224,DV5456-600,30.8,21,12,1
ODO1693865314449224,HA5507-100,37.8,13.2,4.4,1
ODO1693886770641113,SX7678-010,30,26,4.9,1
ODO1693886770641113,FB2219-087,34.6,24,12,1
ODO1693866861687186,SX7677-100,33,30,7,1
ODO1693866861687186,DV0788-101,33.2,21.2,11.4,1
ODO1693866861687186,DV0788-101,33.2,21.2,11.4,1
ODO1693866861687186,DV0788-101,33.2,21.2,11.4,1
ODO1694053207382311,DB0490-010,41.5,15,2,1
ODO1694053207382311,CJ9179-200,33.4,20.8,11.6,1
ODO1694053207382311,CJ9179-200,33.4,20.8,11.6,1
ODO1694053207382311,DB0490-010,41.5,15,2,1
ODO1694124122506826,FB7922-063,60,37,2.2,1
ODO1694124122506826,DJ4701-004,36.2,23.2,12.6,1
ODO1694124122506826,FB8013-063,51.5,37,3.1,1
BSIN2309048194,SX7556-100,18.5,17.6,10.5,1
BSIN2309048194,SX6890-992,30.6,23.8,11.8,1
BSIN2309048194,DQ3991-004,34.4,23.2,12.2,1
BSIN2309048194,DB9976-100,38.5,29,1,1
BSIN2309048194,DH8922-425,27.5,24,1.3,1
BSIN2309048194,DX9655-010,17.8,10.9,12.4,2
BSIN2309143025,DV6246-010,45.1,36.1,9.9,1
BSIN2309143025,DZ3322-001,35.6,25.8,12.8,1
BSIN2309143025,CN9678-008,35.6,15.2,13.2,1
ODO1694010123181638,DX4397-103,35.4,25.2,12.8,1
ODO1694010123181638,DQ5819-028,38,28.5,2.85,1
ODO1694010362454234,DD4895-010,38.5,30,1.7,1
ODO1694010362454234,DJ7926-001,36.1,23.8,12.6,1
ODO1694010362454234,DH9074-011,39,27,2.2,1
BSIN2309047627,FB7933-010,34.1,28.8,4,1
BSIN2309047627,DV4129-600,33.3,20.5,11.1,1
BSIN2309047627,FB7959-010,31,21,1,1
ODO1693865199969798,HA5507-100,37.8,13.2,4.4,1
ODO1693865199969798,DV0788-101,34.2,23.4,12,1
ODO1693865199969798,DV0788-101,34.2,23.4,12,1
ODO1693865199969798,DV0788-101,34.2,23.4,12,1
ODO1694072647145287,FB6454-010,21.5,13.5,4,1
ODO1694072647145287,DM0103-110,29.1,22.9,12,1
ODO1694070247059149,DX0905-010,41,33,1,1
ODO1694070247059149,553558-481,32.4,22.8,12,1
ODO169426416719564,DX9632-906,48,16.3,12.9,1
ODO169426416719564,CJ9179-200,34.4,23.6,12.4,1
ODO169426416719564,DX9632-906,48,16.3,12.9,1
ODO169426416719564,CJ9179-200,34.4,23.6,12.4,1
ODO169426416719564,DX9632-906,48,16.3,12.9,1
ODO1694335680858716,DV7762-103,28,21.9,10.5,1
ODO1694335680858716,DZ3674-100,33.5,20.8,11.7,1
ODO1694335680858716,DD1503-104,30.4,19.4,10.6,1
ODO1694050686221904,FV2490-010,10.6,7.9,4.3,1
ODO1694050686221904,FV2856-690,26,13,0.5,1
ODO1694305440847154,DV9832-097,31,25,1.7,1
ODO1694305440847154,DM3413-100,35,23,12,1
ODO1694009769977807,DX8635-010,39,30,1,1
ODO1694009769977807,DX5575-001,32.4,16.4,13.2,1
ODO1694009769977807,DX8635-010,39,30,1,1
ODO1694009769977807,DX8635-010,39,30,1,1
ODO1694009769977807,DX8635-010,39,30,1,1
ODO1694009769977807,DX8635-010,39,30,1,1
ODO1693866746556746,HA5507-100,37.8,13.2,4.4,1
ODO1693866746556746,DV0787-100,34.2,21.8,12.5,1
ODO1693866746556746,DV0787-100,34.2,21.8,12.5,1
ODO1693866746556746,DV0787-100,34.2,21.8,12.5,1
ODO1693866746556746,HA5507-100,37.8,13.2,4.4,1
ODO1693865770170772,DD2795-011,29.5,28,4.5,1
ODO1693865770170772,FJ5429-133,29.6,21.8,12,1
ODO1694169121944596,DB0490-010,41.5,15,2,1
ODO1694169121944596,CJ9179-200,34.4,23.6,12.4,1
ODO1694169121944596,DB0490-010,41.5,15,2,1
ODO1694169121944596,CJ9179-200,34.4,23.6,12.4,1
ODO1694170566999794,DB0490-010,41.5,15,2,1
ODO1694170566999794,CJ9179-200,34.4,23.6,12.4,1
ODO1694170566999794,DB0490-010,41.5,15,2,1
ODO1694170566999794,CJ9179-200,34.4,23.6,12.4,1
BSIN2309059834,DX0673-030,38,30,4,1
BSIN2309059834,DV7190-100,34.2,20.4,11.8,1
BSIN2309059834,DM7590-200,30.1,18.9,10.6,1
BSIN2309059834,CT0535-101,34,23,12,1
BSIN2309065233,DX0188-100,40,29,4,1
BSIN2309065233,DD1390-100,33.5,20.8,11.7,1
BSIN2309135056,FB8285-010,8.4,2.6,5,1
BSIN2309135056,DD8959-001,29.8,21.2,10.4,1
BSIN2309136405,DZ7314-010,12.1,7.1,3.2,1
BSIN2309136405,DO2837-010,37,30,1.6,1
BSIN2309136405,DZ3674-100,34.4,23.2,12.2,1
BSIN2309137437,CZ9071-010,40,31.5,1.4,1
BSIN2309137437,CT2405-001,33.6,21.4,11.6,1
ODO1693866501272662,CJ9179-200,33.4,20.8,11.6,1
ODO1693866501272662,BV2649-063,41,32,4,1
ODO1693866501272662,CJ9179-200,33.4,20.8,11.6,1
ODO169391736453293,DH0858-451,35.5,27,1.3,1
ODO169391736453293,DV9345-084,39,27,1.1,1
ODO169391736453293,DX3666-100,34.4,21.4,12,1
ODO1694010363480303,DR2698-103,33.6,20.6,11.4,1
ODO1694010363480303,AR5007-100,37,29,1,1
ODO1694010363480303,DR2698-103,33.6,20.6,11.4,1
ODO1694010363480303,DR2698-103,33.6,20.6,11.4,1
BSIN2309024790,FB9948-905,33,28.5,12.8,2
BSIN2309024790,CZ0326-100,34.5,23.2,11.8,3
BSIN2309030654,DH4058-011,30,23.5,5,1
BSIN2309030654,DZ5485-410,35.6,23.8,12.4,2
ODO1694175723628360,DB0490-010,41.5,15,2,1
ODO1694175723628360,DB0490-010,41.5,15,2,1
ODO1694175723628360,CJ9179-200,34.4,23.6,12.4,1
ODO1694175723628360,CJ9179-200,34.4,23.6,12.4,1
ODO1694240406482705,DQ1943-001,31,21.6,11.4,1
ODO1694240406482705,CQ4298-010,29.5,23,4.2,1
ODO169426008557038,DX7665-902,37,34,9,1
ODO169426008557038,DX7665-902,37,34,9,1
ODO169426008557038,CJ9179-200,34.4,23.6,12.4,1
ODO169426008557038,CJ9179-200,34.4,23.6,12.4,1
ODO169426008557038,DX7665-902,37,34,9,1
ODO1694269080540530,DX9632-100,9,4.3,4.2,1
ODO1694269080540530,DX9632-100,9,4.3,4.2,1
ODO1694269080540530,CJ9179-200,34.4,23.6,12.4,1
ODO1694269080540530,DX9632-100,9,4.3,4.2,1
ODO1694269080540530,CJ9179-200,34.4,23.6,12.4,1
BSIN2309039845,FN7406-100,27.5,27,7,1
BSIN2309039845,DM4044-100,34.4,23.6,12.1,1
BSIN2309074035,DD2795-103,28,24,5.2,2
BSIN2309074035,DV0833-100,33.5,21.1,11.6,3
ODO1693866974451521,AR4999-013,29,25,2,1
ODO1693866974451521,BV2763-010,26,13,0.5,1
ODO1693866974451521,DV5477-401,33.6,20.6,11.4,1
ODO1693866974451521,BV2763-010,35,28,2.1,1
ODO1693866974451521,DV5477-401,33.6,20.6,11.4,1
ODO1694355007087951,DX7665-909,30,21,0.5,1
ODO1694355007087951,DX9176-102,33.3,21.6,11.8,1
BSIN2309064146,DQ4831-010,36,30,4,1
BSIN2309064146,DV0792-101,36.3,23.6,12.4,1
BSIN2309117951,DX9655-100,31,22,12,1
BSIN2309117951,DR5491-100,33.5,21.1,11.6,1
ODO1693924322830535,DO5311-010,37,29,7,1
ODO1693924322830535,DX9012-300,34.8,24.4,12.6,1
ODO1693924322830535,CZ0326-100,33.5,23,12,1
ODO1694167210362590,DB0490-010,41.5,15,2,1
ODO1694167210362590,CJ9179-200,33.4,20.8,11.6,1
ODO1694167210362590,CJ9179-200,33.4,20.8,11.6,1
ODO1694167210362590,DB0490-010,41.5,15,2,1
ODO1694296921209730,DV4023-003,34.6,22.9,11.6,1
ODO1694296921209730,DX9655-010,26,11,6,1
ODO1694296921209730,DX9655-010,26,11,6,1
ODO1694296921209730,DX9655-010,26,11,6,1
ODO1694296921209730,DB0490-010,41.5,15,2,1
ODO1694296921209730,DX9655-010,26,11,6,1
ODO1694296921209730,DX9655-010,55.6,38.4,12.6,1
ODO1694296921209730,DX9655-010,55.6,38.4,12.6,1
ODO1694296921209730,DX9655-010,26,11,6,1
ODO1693883640326901,FV2693-410,26,13,0.5,1
ODO1693883640326901,FV5780-345,22.8,20.2,5,1
ODO1693883640326901,DX5219-495,26.5,23,0.8,1
ODO1693895040318560,DH9796-100,19.5,19.5,11,1
ODO1693895040318560,AV2187-140,35.6,28.8,12.6,1
ODO1694124127642989,DV9898-325,33,19,5.6,1
ODO1694124127642989,DH9553-100,48.9,37,7.9,1
ODO1694124127642989,DZ1725-300,32.6,21.5,12,1
ODO1694124127642989,DX1422-690,26,23,1.4,1
ODO1694124127642989,DV7887-100,30,25,2,1
ODO1694138282736735,AC2089-101,31.4,30.6,3,1
ODO1694138282736735,DR9994-113,30.2,28.8,5.3,1
ODO1694138282736735,DR9994-113,30.2,28.8,5.3,1
ODO1694138282736735,DV5473-001,32.5,20.5,11.5,1
ODO1694138282736735,DM1814-012,32,26,1.5,1
ODO169432680133130,DC7486-010,29.2,15.2,4.6,1
ODO169432680133130,DQ1615-700,41.1,30.8,14.6,1
ODO169432680133130,FN7488-133,33.2,21,11.4,1
ODO169432680133130,DQ1615-700,41.1,30.8,14.6,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693866863451217,DN1857-101,30.4,18.2,11.4,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693866863451217,HA5507-100,37.8,13.2,4.4,1
ODO1693865063859915,DQ5713-063,36,29.5,2.65,1
ODO1693865063859915,DQ5713-063,36,29.5,2.65,1
ODO1693865063859915,DV0788-101,33.2,21.2,11.4,1
ODO1693866250146453,DH9796-100,19.5,19.5,11,1
ODO1693866250146453,DH9796-100,19.5,19.5,11,1
ODO1693866250146453,DH9796-100,19.5,19.5,11,1
ODO1693866250146453,CJ9179-200,33.4,20.8,11.6,2
ODO1694007121986966,DH9796-100,19.5,19.5,11,1
ODO1694007121986966,AV2187-140,32.2,23.6,12,1
ODO1694265123581294,FV2902-010,34.6,22.4,7.1,1
ODO1694265123581294,FB2825-010,26,13,0.5,1
ODO1694265123581294,DX5575-001,32.4,16.4,13.2,1
ODO1693893000537269,DH9796-100,19.5,19.5,11,1
ODO1693893000537269,AV2187-140,36,26.9,13,1
ODO1693928762531948,DX9672-010,31,26,2.7,1
ODO1693928762531948,DZ4123-010,29,34,1,1
ODO1693928762531948,DR6297-010,31.5,26.5,2,1
ODO1693928762531948,DV4129-600,35,23,12,1
ODO1693924444644692,AV2187-140,32.2,23.6,12,1
ODO1693924444644692,DH9796-100,19.5,19.5,11,1
ODO1694057051708416,DB0490-010,41.5,15,2,1
ODO1694057051708416,CJ9179-200,34.4,23.6,12.4,1
ODO1694057051708416,CJ9179-200,34.4,23.6,12.4,1
ODO1694057051708416,DB0490-010,41.5,15,2,1
BSIN2309040770,FB2825-010,26,13,0.5,1
BSIN2309040770,DJ6013-604,33.6,20.6,11.4,1
BSIN2309143690,FV3268-100,13.2,10.8,2.7,1
BSIN2309143690,DN4890-700,39.7,25.3,12,1
BSIN2309143690,FV5771-100,11.2,6.2,3.2,1
BSIN2309143598,FJ7683-010,54,34,1,1
BSIN2309143598,DA8301-101,34,21.8,12.4,1
BSIN2309143598,FB9948-905,29,24.5,13,1
BSIN2309143598,FB7227-104,36,28,1.5,1
BSIN2309143598,FB5465-716,38,35.2,2,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693865779834959,DV5456-600,30.8,21.6,12,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693865779834959,HA5507-100,37.8,13.2,4.4,1
ODO1693919163678558,CQ4298-010,30,20.5,4.5,1
ODO1693919163678558,DZ3376-010,33.1,21.7,2,1
ODO1693919163678558,FD2526-010,39.5,28.5,1,1
ODO1693919163678558,FJ7687-101,30.1,21.1,13,1
ODO1693961283705533,CU6776-010,38,28.5,2.8,1
ODO1693961283705533,BV2763-063,58.6,35.2,6.7,1
ODO1693961283705533,DV3853-101,31.8,23,12,1
ODO1694167206559580,DB0490-010,41.5,15,2,1
ODO1694167206559580,CJ9179-200,33.4,20.8,11.6,1
ODO1694167206559580,DB0490-010,41.5,15,2,1
ODO1694167206559580,CJ9179-200,33.4,20.8,11.6,1
ODO1694210534679929,DD1989-480,35,27.4,0.95,1
ODO1694210534679929,CT2405-606,34.41,23.44,12.07,1
ODO1694210534679929,DM1814-012,32,26,1.5,1
ODO1694260445434826,DX7665-902,37,34,9,1
ODO1694260445434826,DX7665-902,37,34,9,1
ODO1694260445434826,CJ9179-200,34.4,23.6,12.4,1
ODO1694260445434826,DX7665-902,37,34,9,1
ODO1694260445434826,CJ9179-200,34.4,23.6,12.4,1
BSIN2309042793,DV9840-010,39,29,0.8,1
BSIN2309042793,FJ5429-133,34.2,23.2,12,1
BSIN2309042793,DQ4819-100,30,23,2.2,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693866874674368,DN1857-101,30.2,18.3,11.4,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693866874674368,HA5507-100,37.8,13.2,4.4,1
ODO1693865528935861,DH9796-100,19.5,19.5,11,1
ODO1693865528935861,CJ9179-200,34.4,23.6,12.4,1
ODO1693865528935861,DH9796-100,19.5,19.5,11,1
ODO1693865528935861,CJ9179-200,34.4,23.6,12.4,1
ODO1693865528935861,DH9796-100,19.5,19.5,11,1
BSIN2309047924,FB9948-902,25.9,22.5,19.6,1
BSIN2309047924,DR7515-200,33.2,21,11.4,1
BSIN2309047924,DX5089-103,25,22,9.4,1
ODO1694340006781247,DX2716-410,30,21,0.5,1
ODO1694340006781247,FB6871-010,35.8,29,4,1
ODO1694340006781247,DO8951-001,30.1,18.9,10.6,1
ODO1694340006781247,DV9331-451,41,34,1.4,1
BSIN2309139185,DX9632-100,9.3,6,4.8,1
BSIN2309139185,DX9012-300,34.8,24.4,12.6,1
ODO1693959843210379,CT2302-100,33.2,21,11.4,1
ODO1693959843210379,BV2714-010,35.6,27.4,4.4,1
ODO1694230089847624,DX9655-100,57.2,39.1,8.6,1
ODO1694230089847624,AT5889-010,33.5,20.8,11.7,1
ODO1694230089847624,AT6178-010,33.6,20.6,11.4,1
ODO1694230089847624,DX1488-010,34,27,1.8,1
ODO1694230089847624,DX1488-010,39,28,1.6,1
ODO1694230089847624,DX9586-100,40,30,0.7,1
ODO1694230089847624,DX9655-010,17.8,10.9,12.4,1
ODO1694230089847624,DX9586-010,39,30,0.6,1
ODO1694230089847624,DX9586-100,40,30,0.7,1
ODO1694230089847624,DX9586-010,40,30,0.7,1
ODO1694230089847624,DX9586-100,39,30,0.6,1
ODO1694230089847624,DZ7314-010,10.7,7.8,3.3,1
ODO1694230089847624,DX9586-010,40,30,0.7,1
ODO1694230089847624,DZ7314-010,39,30,1.4,1
ODO1694230089847624,DX9592-100,38,29,1.3,1
BSIN2309046971,DM2845-100,34.6,22.9,11.6,3
BSIN2309046971,DN3592-010,49,40,5.9,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693866867418285,DV5456-600,31,21.2,12,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693866867418285,HA5507-100,37.8,13.2,4.4,1
ODO1693968840439403,DO9593-012,40.5,30.5,1.3,1
ODO1693968840439403,DJ9404-300,34.41,23.44,12.07,1
ODO1694255523271344,DH8922-010,10.4,7,3.4,1
ODO1694255523271344,DD8959-001,33.2,20.8,11.4,1
ODO1694255523271344,DH0623-200,36.1,23.8,12.6,1
BSIN2309054769,DH4058-011,29,19.5,5.8,1
BSIN2309054769,FJ4555-100,30.2,18.7,12.6,1
ODO1694005326953770,DR3095-010,38.5,35,1.6,1
ODO1694005326953770,FN7488-133,33.6,20.6,11.4,1
ODO1694004727052818,DM4742-010,49.6,36.8,8.1,1
ODO1694004727052818,FB9948-905,29,24.5,13,1
ODO1694004727052818,DV3853-001,33.8,20.8,11.4,1
ODO1694101805122494,CJ9179-200,33.8,20.8,11.6,1
ODO1694101805122494,DB0490-010,41.5,15,2,1
ODO1694101805122494,DB0490-010,41.5,15,2,1
ODO1694101805122494,CJ9179-200,33.8,20.8,11.6,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO169386554073823,DV5456-600,30.8,21,12,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO169386554073823,HA5507-100,37.8,13.2,4.4,1
ODO1693886286074304,FB3722-010,25,10,0.4,1
ODO1693886286074304,DX0328-010,39.5,29,2.3,1
ODO1693886286074304,DZ4123-010,29,34,1,1
ODO1693886286074304,DJ6013-104,36.8,24.8,13.8,1
ODO1694210530490816,DX9655-100,31.6,22.2,12,1
ODO1694210530490816,DV5141-102,32,22.4,12,1
ODO1693865305221139,DJ6013-602,30,21,0.5,1
ODO1693865305221139,DX9655-100,55.1,36.6,13.1,1
ODO1693865305221139,DJ6013-602,30,21,0.5,1
ODO1694171163192794,SX6890-992,26,23,8.5,1
ODO1694171163192794,DN4890-700,38.1,25,12,1
ODO1694171163192794,DQ9624-100,33,13.8,12.6,1
ODO1694171163192794,DX9655-010,26,11,6,1
ODO1694171163192794,DX5074-911,28.6,25,8,1
ODO1694010366548408,AR4999-101,23.6,15.2,1.02,1
ODO1694010366548408,DV4023-102,31.8,23,12,1
ODO1694010366548408,DV4023-102,33.6,20.6,11.4,1
ODO1694003402490397,DH9796-100,19.5,19.5,11,1
ODO1694003402490397,AV2187-140,32.2,23.6,12,1
ODO1694006178747366,DH9796-100,19.5,19.5,11,1
ODO1694006178747366,AV2187-140,32.2,23.6,12,1
ODO1694096641623114,DH4058-011,30,23.5,5,1
ODO1694096641623114,DZ5485-410,35.6,23.8,12.4,1
ODO1694096641623114,DZ5485-410,35.6,23.8,12.4,1
BSIN2309058207,FB7812-010,33.8,21.7,3,1
BSIN2309058207,DX6865-002,34.4,23.2,12.2,1
BSIN2309058207,DX0204-063,37,27,2.6,1
ODO169424304655546,SX6888-991,31.2,27,11.5,1
ODO169424304655546,SX6888-991,31.2,27,11.5,1
ODO169424304655546,SX6888-991,31.2,27,11.5,1
ODO169424304655546,CJ9179-200,33.4,20.8,11.6,1
ODO169424304655546,CJ9179-200,33.4,20.8,11.6,1
BSIN2309044253,DO9530-505,37,29.5,1.3,1
BSIN2309044253,DN2020-010,38,29,1.9,1
BSIN2309044253,DX0885-010,37,27,1.6,1
BSIN2309044253,DD0234-100,33.2,12.8,11.8,1
BSIN2309048298,DX9692-010,39,28,2.3,1
BSIN2309048298,FV2672-010,11.1,6.6,3.4,1
BSIN2309048298,DR2698-103,30,21,0.5,1
ODO1693896360567789,DH9796-100,19.5,19.5,11,1
ODO1693896360567789,AV2187-140,35.6,28.8,12.6,1
BSIN2309134527,DX9655-010,17.8,10.9,12.4,1
BSIN2309134527,DV9345-010,39,29,0.72,1
BSIN2309134527,DJ9946-100,33.6,20.6,11.4,1
BSIN2309134527,DX9655-100,57.2,39.1,8.6,1
BSIN2309134527,CT0535-001,34.2,23.4,13,1
BSIN2309143229,AC2285-101,18,11.2,1.79,1
BSIN2309143229,DV2018-101,35,23,12,1
ODO1694003407661441,DH9796-100,18.5,18.5,11.2,1
ODO1694003407661441,AV2187-140,36,25,12,1
ODO1694359922417859,DX3337-104,35.5,29,2.9,1
ODO1694359922417859,DV0833-100,33.51,21.1,11.57,1
BSIN2309027712,DX9786-100,54.5,41,5.5,2
BSIN2309027712,DV0788-101,34,22.8,11.8,2
BSIN2309140831,FN4176-010,37,27,2,1
BSIN2309140831,DV0831-003,33.3,20.5,11.1,1
ODO1693924444080686,DH9796-100,19.5,19.5,11,1
ODO1693924444080686,AV2187-140,32.2,23.6,12,1
ODO1693951342622925,DB0490-010,41.5,15,2,1
ODO1693951342622925,CJ9179-200,34.4,23.6,12.4,1
ODO1693951342622925,DB0490-010,41.5,15,2,1
ODO1693951342622925,CJ9179-200,34.4,23.6,12.4,1
ODO1694012040295807,DD1914-010,31,25,1,1
ODO1694012040295807,DV4024-002,33.3,20.5,11.1,1
ODO1694012040295807,DD1914-010,31,25,1,1
BSIN2309030010,DH4058-011,30,23.5,5,1
BSIN2309030010,DZ5485-410,35.6,23.8,12.4,2
BSIN2309042226,DX0188-010,40,29,4,1
BSIN2309042226,FB2269-104,30.1,22.2,12,1
BSIN2309042226,DX0188-100,40,29,4,1
BSIN2309064283,FJ7227-010,39,30,0.7,1
BSIN2309064283,FD8787-601,21.6,18.2,12,1
BSIN2309064283,FN3716-133,36.3,31.4,2,1
BSIN2309137200,DD2795-302,30,21,0.5,1
BSIN2309137200,DD2795-103,27.5,22,5.5,1
BSIN2309137200,FJ4559-133,34.4,21.8,12.4,1
BSIN2309143834,SX7677-010,30,22,7,1
BSIN2309143834,SX7677-100,30,22,7,1
BSIN2309143834,DV1033-002,33.1,12.7,11.7,1
BSIN2309143834,CZ7836-001,33.2,12.8,11.8,1
ODO1693891810294907,DH9796-100,19.5,19.5,11,1
ODO1693891810294907,AV2187-140,36,26.9,13,1
ODO1693929603155630,DB0490-010,41.5,15,2,1
ODO1693929603155630,DB0490-010,41.5,15,2,1
ODO1693929603155630,CJ9179-200,33.8,20.8,11.6,1
ODO1693929603155630,CJ9179-200,33.8,20.8,11.6,1
ODO1694259361925151,DX9655-010,17.8,10.9,12.4,1
ODO1694259361925151,DM1814-100,31,24,1.4,1
ODO1694259361925151,SX7622-013,28.2,26,5,1
ODO1694259361925151,DX6930-600,34.4,23.6,12.4,1
ODO1694259361925151,FD8695-100,44.6,19.4,16.2,1
ODO1694259361925151,SX5854-010,24.2,11.6,8.4,1
BSIN2309029945,DH4058-011,30,23.5,5,1
BSIN2309029945,DZ5485-410,35.6,23.8,12.4,2
BSIN2309065086,DV9345-010,39,27,1.1,1
BSIN2309065086,DH3162-100,33,20.6,11.4,1
ODO1693864922599290,BV2649-063,41,34,2.6,1
ODO1693864922599290,CJ9179-200,33.6,21.4,11.6,1
ODO1693864922599290,CJ9179-200,33.4,20.8,11.6,1
BSIN2309035780,DX0816-010,36,28,4.3,1
BSIN2309035780,FD5088-001,34,21,11.2,1
BSIN2309035780,DX5575-001,32.4,16.4,13.2,1
BSIN2309047779,DV0792-101,34.1,23.2,11.7,1
BSIN2309047779,DX9655-100,57.2,39.1,8.6,1
BSIN2309047779,DX9655-010,17.8,10.9,12.4,1
BSIN2309047779,SX7677-010,30.5,28.5,7.8,1
BSIN2309047779,SX7677-100,30.5,28.5,7.8,2
BSIN2309132872,DH4058-011,30,23.5,5,1
BSIN2309132872,CW0784-107,36,25.4,12.8,2
BSIN2309132872,CW0784-107,36,25.4,12.8,1
ODO1693865315219232,SX7677-010,33,30,7,1
ODO1693865315219232,DV0788-101,33.4,20.8,11.4,1
ODO1693865315219232,DV0788-101,33.4,20.8,11.4,1
ODO1693865315219232,DV0788-101,33.4,20.8,11.4,1
ODO169386612625039,DH9796-100,19.5,19.5,11,1
